全国地方公共団体コード,町字id,町字区分コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
111015,0001000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字平方領々家,オオアザヒラカタリョウリョウケ,Hirakataryoryoke,,,,,,,0,0,0,0,0,0,0,0,1947-04-17,,0 ,3310072,
111015,0002000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字峰岸,オオアザミネギシ,Minegishi,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310075,
111015,0003000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字指扇領辻,オオアザサシオウギリョウツジ,Sashiogiryotsuji,,,,,,,0,0,0,0,0,0,0,0,1947-04-17,,0 ,3310076,
111015,0004001,2,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,湯木町,ユギチョウ,Yugicho,一丁目,１チョウメ,1,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
111015,0004002,2,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,湯木町,ユギチョウ,Yugicho,二丁目,２チョウメ,2,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
111015,0005000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字植田谷本村新田,オオアザウエタヤホンムラシンデン,Uetayahommurashinden,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310067,
111015,0006001,2,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,塚本町,ツカモトチョウ,Tsukamotocho,一丁目,１チョウメ,1,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
111015,0006002,2,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,塚本町,ツカモトチョウ,Tsukamotocho,二丁目,２チョウメ,2,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
111015,0006003,2,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,塚本町,ツカモトチョウ,Tsukamotocho,三丁目,３チョウメ,3,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,,
111015,0007000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字指扇領別所,オオアザサシオウギリョウベッショ,Sashiogiryobessho,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310073,
111015,0008000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,プラザ,プラザ,Puraza,,,,,,,1,1,0,0,0,0,0,1,1947-04-17,,0 ,3310063,
111015,0009000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字水判土,オオアザミズハタ,Mizuhata,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310059,
111015,0010000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字飯田,オオアザイイダ,Iida,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310058,
111015,0011000,1,埼玉県,サイタマケン,Saitama,,,,さいたま市,サイタマシ,Saitama-shi,西区,ニシク,Nishi-ku,大字塚本,オオアザツカモト,Tsukamoto,,,,,,,0,0,0,0,0,0,0,1,1947-04-17,,0 ,3310066,
