全国地方公共団体コード,町字id,町字区分コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
362018,0000101,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,サナギ,サナギ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000102,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,しらさぎ台団地,シラサギダイダンチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000107,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,一ノ宮,イチノミヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000108,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,蔭地,カゲヂ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000109,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,榎原外,エノバラソト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000111,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,榎島,エノシマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000112,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,応神町,オウジンチョウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000114,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,沖ノ島,オキノシマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000115,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,沖野,オキノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000128,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,観音堂,カンノンドウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000129,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,喜多野,キタノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000130,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,寄道,ヨリミチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000132,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,宮ノ前,ミヤノマエ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000134,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,宮ノ東,ミヤノヒガシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000135,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,宮ノ本,ミヤノモト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000136,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,宮島,ミヤジマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000138,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,橋本,ハシモト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000146,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,古川,フルカワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
362018,0000149,3,徳島県,トクシマケン,Tokushima,,,,徳島市,トクシマシ,Tokushima-shi,,,,,,,,,,高屋敷,タカヤシキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
