全国地方公共団体コード,町字id,町字区分コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
322016,0000101,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,芦尾,アシオ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000102,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,安田,ヤスタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000103,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,以後,イゴ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000104,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,井戸路,イドロ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000105,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,井手平,イデヒラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000106,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,井神,イガミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000107,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,磯近,イソチカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000108,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,一ノ原,イチノハラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000109,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,一区,１ク,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000110,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,一崎,イチザキ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000111,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,一矢,イチヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000112,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,稲積,イナズミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000113,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,稲葉,イナバ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000114,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,宇井,ウイ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000115,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,宇出,ウダシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000116,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,羽入,ハニュウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000117,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,越堂,コエドウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000118,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,奥組,オクグミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000119,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,奥大谷,オクオオダニ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000120,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,奥殿畑,オクトノハタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000121,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,横見,ヨコミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000122,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,岡の目,オカノメ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000123,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,沖泊,オキドマリ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000124,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,荻田,オギダ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000125,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,荻田団地,オギダダンチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000126,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,下宇部尾,シモウベオ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000127,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,下岡,シモオカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000128,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,下忌部,シモインベ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000129,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,下古志,シモコシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
322016,0000130,3,島根県,シマネケン,Shimane,,,,松江市,マツエシ,Matsue-shi,,,,,,,,,,下佐陀下,シモサダシタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
