全国地方公共団体コード,町字id,町字区分コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,大字・町名,大字・町名_カナ,大字・町名_英字,丁目名,丁目名_カナ,丁目名_数字,小字名,小字名_カナ,小字名_英字,住居表示フラグ,住居表示方式コード,大字・町_通称フラグ,小字_通称フラグ,大字・町外字フラグ,小字外字フラグ,状態フラグ,起番フラグ,効力発生日,廃止日,原典資料コード,郵便番号,備考
412015,0000101,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,みどり団地,ミドリダンチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000102,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,阿高,アダカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000103,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,鮎瀬,アユセ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000104,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,伊賀屋,イガヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000105,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,為重,タメシゲ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000106,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,井手,イデ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000107,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,井手ノ口,イデノクチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000108,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,井手原,イデノハル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000109,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,井手野,イデノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000110,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,一丁田,イッチョウダ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000111,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,宇渡,ウド,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000112,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,永里,ナガサト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000113,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,於保,オホ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000114,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,横江,ヨコエ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000115,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,横馬場,ヨコババ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000116,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,荻野,オギノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000117,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,屋形所,ヤカタドコロ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000118,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下ノ小路,シモノショウジ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000119,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下一番組,シモイチバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000120,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下九郎,シモクロウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000121,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下古賀,シモコガ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000122,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下戸田,シモトダ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000123,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下五番組,シモゴバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000124,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下三番組,シモサンバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000125,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下四番組,シモヨンバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000126,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下小副川,シモオソエガワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000127,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下菖蒲,シモショウブ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000128,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下新ヶ江,シモシンガエ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000129,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下早,シモハヤ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000130,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下村,シモムラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000131,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下大津,シモオオツ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000132,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下田,シモダ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000133,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下二番組,シモニバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000134,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下飯盛,シモイサガイ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000135,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下武,シモタケ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000136,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下満,シモミツ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000137,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下六番組,シモロクバングミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000138,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,下渕,シモフチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000139,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,加与丁,カヨチョウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000140,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,嘉瀬津,カセツ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000141,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,花久保,ハナクボ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000142,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,快万,カイマン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000143,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,海路端,ウチバタ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000144,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,灰塚,ハイヅカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000145,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,貝野,カイノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000146,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,外野,ホカノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000147,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,蛎久,カキヒサ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000148,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,角町,ツノマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000149,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,角目,ツノメ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000150,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,葛ノ尾,クズノオ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000151,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,蒲田津,カマタヅ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000152,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,釜ノ頭,カマノトウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000153,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,瓦町,カワラマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000154,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,丸目,マルメ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000155,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,岸高,キシダカ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000156,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,岸川,キシガワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000157,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,吉村,ヨシムラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000158,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,吉富,ヨシドミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000159,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,吉野,ヨシノ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000160,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,詰ノ瀬,ツメノセ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000161,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久町,ヒサマチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000162,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久富,ヒサドミ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000163,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久富西,ヒサドミニシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000164,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久富東,ヒサドミヒガシ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000165,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久保田宿,クボタシュク,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000166,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久留間,クルマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000167,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,久郎,キュウロウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000168,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,宮ノ口,ミヤノクチ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000169,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,宮分,ミヤブン,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000170,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,橋津,ハシヅ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000171,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,曲里,マガサト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000172,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,金丸,カナマル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000173,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,金立,キンリュウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000174,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,熊川,クマガワ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000175,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,熊本,クマモト,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000176,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,栗原,クリハラ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000177,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,権現原,ゴンゲンバル,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000178,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,犬井道,イヌイドウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000179,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,犬尾,イヌオ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000180,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,見島,ミシマ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
412015,0000181,3,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,,,,,,,元相応,モトソウオウ,,0,0,0,1,0,0,0,0,1947-04-17,,0 ,,
