全国地方公共団体コード,都道府県名,都道府県名_カナ,都道府県名_英字,郡名,郡名_カナ,郡名_英字,市区町村名,市区町村名_カナ,市区町村名_英字,政令市区名,政令市区名_カナ,政令市区名_英字,効力発生日,廃止日,備考
412015,佐賀県,サガケン,Saga,,,,佐賀市,サガシ,Saga-shi,,,,1947-04-17,,
412023,佐賀県,サガケン,Saga,,,,唐津市,カラツシ,Karatsu-shi,,,,1947-04-17,,
412031,佐賀県,サガケン,Saga,,,,鳥栖市,トスシ,Tosu-shi,,,,1947-04-17,,
412040,佐賀県,サガケン,Saga,,,,多久市,タクシ,Taku-shi,,,,1947-04-17,,
412058,佐賀県,サガケン,Saga,,,,伊万里市,イマリシ,Imari-shi,,,,1947-04-17,,
412066,佐賀県,サガケン,Saga,,,,武雄市,タケオシ,Takeo-shi,,,,1947-04-17,,
412074,佐賀県,サガケン,Saga,,,,鹿島市,カシマシ,Kashima-shi,,,,1947-04-17,,
412082,佐賀県,サガケン,Saga,,,,小城市,オギシ,Ogi-shi,,,,1947-04-17,,
412091,佐賀県,サガケン,Saga,,,,嬉野市,ウレシノシ,Ureshino-shi,,,,1947-04-17,,
412104,佐賀県,サガケン,Saga,,,,神埼市,カンザキシ,Kanzaki-shi,,,,1947-04-17,,
413275,佐賀県,サガケン,Saga,神埼郡,カンザキグン,Kanzaki-gun,吉野ヶ里町,ヨシノガリチョウ,Yoshinogari-cho,,,,1947-04-17,,
413411,佐賀県,サガケン,Saga,三養基郡,ミヤキグン,Miyaki-gun,基山町,キヤマチョウ,Kiyama-cho,,,,1947-04-17,,
413453,佐賀県,サガケン,Saga,三養基郡,ミヤキグン,Miyaki-gun,上峰町,カミミネチョウ,Kamimine-cho,,,,1947-04-17,,
413461,佐賀県,サガケン,Saga,三養基郡,ミヤキグン,Miyaki-gun,みやき町,ミヤキチョウ,Miyaki-cho,,,,1947-04-17,,
413879,佐賀県,サガケン,Saga,東松浦郡,ヒガシマツウラグン,Higashimatsura-gun,玄海町,ゲンカイチョウ,Genkai-cho,,,,1947-04-17,,
414018,佐賀県,サガケン,Saga,西松浦郡,ニシマツウラグン,Nishimatsura-gun,有田町,アリタチョウ,Arita-cho,,,,1947-04-17,,
414239,佐賀県,サガケン,Saga,杵島郡,キシマグン,Kishima-gun,大町町,オオマチチョウ,Omachi-cho,,,,1947-04-17,,
414247,佐賀県,サガケン,Saga,杵島郡,キシマグン,Kishima-gun,江北町,コウホクマチ,Kohoku-machi,,,,1947-04-17,,
414255,佐賀県,サガケン,Saga,杵島郡,キシマグン,Kishima-gun,白石町,シロイシチョウ,Shiroishi-cho,,,,1947-04-17,,
414417,佐賀県,サガケン,Saga,藤津郡,フジツグン,Fujitsu-gun,太良町,タラチョウ,Tara-cho,,,,1947-04-17,,
